Index,Value,Label
0,0.0,0
1,0.8414709848078965,0
2,0.9092974268256817,1
3,0.1411200080598672,0
4,-0.7568024953079282,0
5,-0.9589242746631385,0
6,-0.2794154981989259,0
7,0.6569865987187891,0
8,0.9893582466233818,1
9,0.4121184852417566,0
10,-0.5440211108893698,0
11,-0.9999902065507035,0
12,-0.5365729180004349,0
13,0.4201670368266409,0
14,0.9906073556948704,1
15,0.6502878401571168,0
16,-0.2879033166650653,0
17,-0.9613974918795568,0
18,-0.7509872467716762,0
19,0.1498772096629523,0
20,0.9129452507276277,1
21,0.8366556385360561,0
22,-0.008851309290403876,0
23,-0.8462204041751706,0
24,-0.9055783620066238,0
25,-0.132351750097773,0
26,0.7625584504796027,0
27,0.956375928404503,1
28,0.270905788307869,0
29,-0.6636338842129675,0
30,-0.9880316240928618,0
31,-0.404037645323065,0
32,0.5514266812416906,0
33,0.9999118601072672,1
34,0.5290826861200238,0
35,-0.428182669496151,0
36,-0.9917788534431158,0
37,-0.6435381333569995,0
38,0.2963685787093853,0
39,0.9637953862840878,1
40,0.7451131604793488,0
41,-0.158622668804709,0
42,-0.9165215479156338,0
43,-0.8317747426285983,0
44,0.01770192510541358,0
45,0.8509035245341184,0
46,0.9017883476488092,1
47,0.123573122745224,0
48,-0.7682546613236668,0
49,-0.9537526527594719,0
50,-0.2623748537039288,0
51,0.6702291758433747,0
52,0.9866275920404853,1
53,0.3959251501818342,0
54,-0.5587890488516163,0
55,-0.9997551733586199,0
56,-0.5215510020869119,0
57,0.4361647552478249,0
58,0.9928726480845371,1
59,0.6367380071391379,0
60,-0.3048106211022167,0
61,-0.9661177700083929,0
62,-0.7391806966492228,0
63,0.1673557003028069,0
64,0.9200260381967907,1
65,0.8268286794901034,0
66,-0.02655115402396679,0
67,-0.8555199789753223,0
68,-0.8979276806892913,0
69,-0.1147848137831872,0
70,0.7738906815578891,0
71,0.9510546532543747,1
72,0.2538233627620363,0
73,-0.6767719568873076,0
74,-0.9851462604682474,0
75,-0.3877816354094304,0
76,0.5661076368981803,0
77,0.9995201585807313,1
78,0.5139784559875352,0
79,-0.4441126687075084,0
80,-0.9938886539233752,0
81,-0.6298879942744539,0
82,0.3132287824330852,0
83,0.9683644611001854,1
84,0.7331903200732922,0
85,-0.1760756199485871,0
86,-0.9234584470040598,0
87,-0.8218178366308225,0
88,0.03539830273366068,0
89,0.8600694058124532,0
90,0.8939966636005579,0
91,0.1059875117511569,0
92,-0.7794660696158047,0
93,-0.9482821412699473,0
94,-0.2452519854676543,0
95,0.683261714736121,0
96,0.9835877454343449,1
97,0.3796077390275217,0
98,-0.5733818719904229,0
99,-0.9992068341863537,0
100,-0.5063656411097588,0
101,0.4520257871783506,0
102,0.9948267913584063,1
103,0.6229886314423488,0
104,-0.3216224031625309,0
105,-0.9705352835374847,0
106,-0.7271425000808526,0
107,0.1847817445606675,0
108,0.926818505417785,1
109,0.8167426066363169,0
110,-0.04424267808507096,0
111,-0.8645514486106083,0
112,-0.8899956043668333,0
113,-0.09718190589320902,0
114,0.7849803886813105,0
115,0.9454353340247703,1
116,0.236661393364286,0
117,-0.689697940935389,0
118,-0.9819521690440836,0
119,-0.3714041014380902,0
120,0.5806111842123143,0
121,0.9988152247235795,1
122,0.4987131538963941,0
123,-0.4599034906895912,0
124,-0.9956869868891794,0
125,-0.6160404591886565,0
126,0.329990825673782,0
127,0.972630067242408,1
128,0.7210377105017316,0
129,-0.1934733920384685,0
130,-0.9301059501867618,0
131,-0.8116033871367005,0
132,0.05308358714605824,0
133,0.8689657562142357,0
134,0.8859248164599484,0
135,0.08836868610400143,0
136,-0.7904332067228887,0
137,-0.9425144545582509,0
138,-0.2280522595008612,0
139,0.6960801312247415,0
140,0.9802396594403116,1
141,0.363171365373259,0
142,-0.5877950071674065,0
143,-0.9983453608739179,0
144,-0.4910215938984693,0
145,0.4677451620451334,0
146,0.9964691731217737,1
147,0.6090440218832924,0
148,-0.3383333943242765,0
149,-0.9746486480944947,0
150,-0.7148764296291646,0
151,0.2021498814156536,0
152,0.933320523748862,1
153,0.8064005807754863,0
154,-0.06192033725605731,0
155,-0.8733119827746476,0
156,-0.8817846188147811,0
157,-0.0795485428747221,0
158,0.7958240965274552,0
159,0.9395197317131483,1
160,0.2194252583790047,0
161,-0.702407785577371,0
162,-0.9784503507933796,0
163,-0.3549101758449353,0
164,0.5949327780232085,0
165,0.9977972794498907,1
166,0.4832915637282565,0
167,-0.4755501868718988,0
168,-0.9971732887740798,0
169,-0.6019998676776046,0
170,0.3466494554970303,0
171,0.9765908679435658,1
172,0.7086591401823227,0
173,-0.2108105329134813,0
174,-0.9364619742512132,0
175,-0.8011345951780408,0
176,0.07075223608034517,0
177,0.8775897877771157,0
178,0.8775753358042688,0
179,0.07072216723899125,0
180,-0.8011526357338304,0
181,-0.936451400117644,0
182,-0.2107810659001915,0
183,0.7086804082392084,0
184,0.9765843832906294,1
185,0.346621180094276,0
186,-0.6020239375552833,0
187,-0.997171023392149,0
188,-0.4755236690120583,0
189,0.4833179536679627,0
190,0.9977992786806003,1
191,0.594908548461427,0
192,-0.3549383576518463,0
193,-0.9784565746221131,0
194,-0.7023863292684921,0
195,0.2194546679940636,0
196,0.9395300555699313,1
197,0.7958058429196471,0
198,-0.07957859166428352,0
199,-0.8817988360675502,0
200,-0.8732972972139946,0
201,-0.06189025071872073,0
202,0.8064184068658304,0
203,0.9333097001669604,1
204,0.2021203593127912,0
205,-0.7148975077677643,0
206,-0.97464190312541,0
207,-0.3383050275409778,0
208,0.6090679301910603,0
209,0.9964666417661079,1
210,0.467718518342759,0
211,-0.491047853850463,0
212,-0.9983470937967718,0
213,-0.5877706198198406,0
214,0.3631994513763607,0
215,0.9802456219572225,1
216,0.6960584883449115,0
217,-0.2280816094135278,0
